Area,Oxygen,Temperature,Humidity,Fire Occurrence
9961,37,83,64,1
230,26,19,65,0
1138,82,27,94,1
2649,27,93,8,1
5242,72,26,52,0
3625,98,10,96,1
5392,33,47,49,0
7727,43,30,85,1
2306,79,27,18,0
7332,57,18,56,0
3331,89,93,17,1
6083,13,42,63,1
8945,48,61,14,0
8387,39,74,98,1
411,69,27,2,0
6161,77,63,67,0
3941,45,16,85,1
720,3,88,60,1
1870,35,22,76,1
4064,71,27,11,0
8214,86,53,6,0
8393,73,64,49,0
9578,64,57,15,0
8895,79,92,26,1
8723,51,63,61,0
4802,64,59,55,0
81,23,65,78,1
666,90,82,54,1
9881,76,37,87,1
4158,55,34,11,0
7265,57,18,27,0
3126,15,73,98,1
4839,100,8,4,0
2034,32,87,21,1
8528,34,70,78,1
4728,75,74,75,1
3049,11,64,52,1
6689,64,87,94,1
6694,7,16,93,1
848,23,28,59,0
3425,18,100,20,1
8375,88,73,71,1
4978,55,71,69,0
9220,61,32,61,0
6802,59,74,68,0
6964,56,25,25,0
4058,61,5,33,0
5,40,41,88,1
8142,57,29,26,0
8342,96,25,36,0
6336,50,21,75,1
75,44,39,33,0
1754,95,51,15,0
7862,66,72,28,0
931,21,10,78,1
4557,82,51,46,0
7330,100,68,69,0
2417,47,75,5,0
7075,17,1,6,1
9458,71,12,70,0
254,51,11,74,1
3907,80,78,70,0
4579,48,10,41,0
2418,90,73,8,0
2985,3,83,88,1
7790,70,42,75,1
1359,41,95,5,1
3415,18,62,36,1
4613,80,75,51,0
3228,88,70,63,0
4062,54,17,41,0
4417,32,34,93,1
3102,38,34,38,0
6969,70,33,99,1
6271,44,9,92,1
2620,85,95,65,1
889,35,100,99,1
5252,57,56,57,0
5877,52,56,69,0
7472,34,36,23,0
9813,35,23,54,0
4480,54,49,64,0
6635,18,51,29,1
6037,63,10,43,0
6450,46,58,26,0
3044,97,62,6,0
2096,31,78,80,1
6745,37,93,3,1
6903,63,45,72,1
2659,27,49,41,0
8019,50,33,55,0
7463,68,14,94,1
376,43,66,96,1
7497,42,73,30,0
7851,90,86,19,1
2162,85,19,63,0
1552,99,95,72,1
3738,72,36,66,0
8004,46,56,80,1
3998,73,82,47,1
1459,9,87,11,1
5968,65,38,84,1
2066,93,87,85,1
9310,4,52,33,1
138,12,27,11,1
8175,39,38,99,1
7162,78,2,87,1
3732,40,6,23,0
1715,98,64,65,0
7678,99,26,32,0
6591,29,48,7,0
5802,82,54,92,1
8486,20,73,47,0
4504,25,69,89,1
4842,3,34,47,1
6744,16,13,91,1
265,15,82,59,1
7379,56,86,25,1
9709,1,42,10,1
8801,2,38,95,1
2210,71,49,80,1
4463,100,58,100,1
8288,36,16,75,1
707,49,90,23,1
1055,58,94,94,1
6533,40,75,28,0
7484,56,9,83,1
1380,63,67,7,0
5472,99,69,71,1
3767,46,88,23,1
3254,21,88,49,1
7662,18,89,76,1
1749,7,69,15,1
2080,31,49,16,0
2677,15,66,82,1
256,45,99,30,1
5715,42,41,92,1
905,38,66,75,1
7632,5,35,20,1
3165,90,68,21,0
831,85,35,81,1
3182,11,30,67,1
3406,100,97,27,1
4366,14,58,42,1
3149,8,76,86,1
1692,91,54,63,0
2075,62,50,6,0
6123,78,23,40,0
7031,46,58,59,0
7202,71,69,30,0
8431,27,16,18,0
6461,97,22,15,0
5404,61,11,73,1
4586,49,87,7,1
9652,81,64,70,0
54,44,61,63,0
7862,11,48,100,1
2981,20,56,73,1
5618,65,95,22,1
4426,26,44,33,0
8332,31,57,90,1
5773,71,12,85,1
8741,96,16,20,0
3102,37,99,10,1
5511,83,42,78,1
7042,68,3,8,0
7713,41,68,46,0
4737,3,28,17,1
9061,45,44,15,0
6531,96,95,2,1
981,43,84,58,1
5935,21,26,63,0
9957,29,58,11,0
6485,93,50,72,1
4263,76,53,45,0
1331,42,48,64,0
9734,84,99,21,1
6110,16,52,78,1
8514,63,71,21,0
4856,46,14,3,0
5341,7,50,65,1
4335,99,26,6,0
310,69,45,47,0
5040,89,39,22,0
6154,65,94,32,1
8556,7,54,56,1
2234,87,25,31,0
4982,3,34,66,1
284,57,25,4,0
5745,58,7,31,0
2912,7,70,10,1
1500,52,3,63,0
9813,32,88,73,1
5973,73,82,12,1
2537,55,12,44,0
6341,62,24,80,1
1407,53,74,34,0
4111,98,75,97,1
6961,47,79,40,0
5824,19,58,76,1
7810,98,91,81,1
7471,98,5,77,1
2878,40,61,75,1
195,72,63,75,1
4020,74,86,80,1
368,50,31,71,1
5061,41,39,77,1
483,70,68,55,0
32,15,81,66,1
3831,88,4,55,0
7896,53,76,37,0
2620,33,93,85,1
9819,93,64,31,0
7841,99,2,97,1
2688,31,63,85,1
6741,93,4,68,0
7370,80,99,57,1
2524,59,19,48,0
7632,23,96,40,1
8589,47,84,83,1
2603,29,54,43,0
1139,98,29,96,1
3248,19,70,25,1
6438,64,55,74,1
4993,94,37,76,1
9058,18,12,38,1
891,11,19,96,1
1894,68,86,16,1
970,6,99,13,1
338,62,49,29,0
6257,76,99,31,1
5269,3,71,6,1
2877,12,12,16,1
1945,4,6,25,1
258,9,71,83,1
4571,49,88,56,1
9458,45,70,61,0
5168,64,45,15,0
5937,74,55,31,0
8813,65,95,12,1
4544,79,70,76,1
8073,39,66,46,0
4844,79,23,39,0
7095,47,62,14,0
914,10,40,59,1
2434,55,38,35,0
4623,51,27,75,1
4967,68,38,93,1
3533,33,42,22,0
6988,99,78,15,0
40,72,72,73,1
6428,50,87,92,1
5308,55,78,66,0
8169,32,75,65,0
8788,92,2,37,0
8606,63,30,3,0
3793,66,31,86,1
4645,71,79,3,0
2627,74,66,80,1
1664,26,54,98,1
2986,74,34,42,0
212,13,35,17,1
1917,38,99,53,1
6977,45,82,87,1
1592,47,37,41,0
5642,63,47,59,0
1399,58,78,99,1
7911,98,58,45,0
2589,1,94,9,1
2473,68,30,70,0
7069,59,8,60,0
1519,59,41,88,1
3218,31,88,98,1
6713,65,69,49,0
8527,17,95,21,1
7639,6,86,54,1
9138,90,15,90,1
8614,83,100,52,1
9054,45,24,39,0
9270,6,79,12,1
2676,89,82,7,1
1213,10,44,56,1
4763,85,2,56,0
630,10,99,73,1
7546,36,3,2,0
539,39,50,60,0
9140,88,2,12,0
651,92,27,30,0
7200,11,33,92,1
2786,89,76,52,0
7649,79,100,51,1
4467,66,15,87,1
8156,15,28,78,1
6720,99,64,85,1
8340,18,18,57,1
8947,72,61,44,0
4526,2,8,15,1
6776,94,31,77,1
4650,24,31,88,1
4381,18,72,29,1
7682,92,46,2,0
8742,81,43,72,1
3453,61,80,94,1
5809,43,39,1,0
3259,24,32,63,0
2074,40,85,97,1
9664,82,46,52,0
4752,89,98,68,1
1420,27,20,40,0
8575,64,68,27,0
6519,63,57,26,0
8082,32,14,73,1
9632,88,30,70,0
7371,16,33,97,1
1596,41,69,19,0
7507,44,67,95,1
95,79,18,4,0
3470,60,67,4,0
8307,44,80,5,0
4863,92,21,24,0
8953,42,67,46,0
242,20,15,60,0
3780,14,32,3,1
1172,90,74,83,1
2561,48,19,24,0
3312,9,88,80,1
3437,19,35,33,1
2329,18,10,97,1
1821,92,77,64,0
6598,24,55,83,1
2375,35,15,50,0
1572,58,81,67,1
8074,54,10,82,1
3244,36,26,85,1
7842,9,77,17,1
8794,73,49,85,1
5647,7,90,26,1
9861,57,56,66,0
2976,82,21,98,1
2436,63,80,7,0
3391,60,89,22,1
5672,55,61,59,0
67,9,61,44,1
4744,23,74,34,0
3702,1,14,19,1
793,72,69,49,0
8998,38,57,51,0
374,69,20,60,0
8694,32,26,27,0
4848,2,34,82,1
3436,22,21,13,0
5321,50,47,5,0
3167,42,83,51,1
9549,99,31,33,0
629,98,77,17,0
3542,86,27,15,0
4608,96,98,66,1
9809,53,45,1,0
7118,57,16,60,0
8460,14,89,2,1
8937,23,18,89,1
8278,73,24,28,0
85,20,17,92,1
7214,1,47,71,1
8563,80,77,45,0
1085,94,38,65,0
9200,78,19,74,1
5879,86,55,24,0
8689,85,1,91,1
9336,42,1,63,0
9041,16,22,53,1
4379,4,26,13,1
3648,84,99,20,1
9815,42,71,25,0
354,3,61,56,1
8369,80,17,95,1
1493,87,23,65,0
9222,41,19,81,1
9709,95,78,55,0
8327,42,40,55,0
4807,96,99,33,1
2172,58,23,44,0
3303,80,28,9,0
3593,90,13,31,0
3944,27,91,5,1
1035,52,7,62,0
4297,16,34,4,1
7684,9,32,81,1
2506,64,18,70,0
7260,91,68,18,0
9757,31,41,14,0
7656,45,88,99,1
2228,72,41,63,0
8326,68,68,55,0
7789,21,86,79,1
2452,82,45,80,1
3584,50,78,31,0
8722,32,46,69,0
9047,17,42,2,1
518,60,42,2,0
5228,4,72,24,1
6859,39,42,33,0
7635,38,47,32,0
5110,63,13,32,0
9848,47,32,48,0
3543,87,49,36,0
8120,78,2,97,1
6100,49,54,45,0
2872,77,98,33,1
964,31,66,22,0
9281,93,25,99,1
3229,16,64,40,1
7518,72,97,39,1
1305,34,65,70,0
8433,39,24,53,0
5272,66,53,86,1
660,71,70,90,1
3002,24,40,43,0
2421,95,1,77,1
5900,79,23,36,0
9471,93,69,76,1
2891,31,99,99,1
4188,87,43,76,1
1902,14,5,14,1
4352,50,42,44,0
5913,69,88,56,1
3529,50,49,83,1
8867,27,18,56,0
8694,63,27,91,1
7344,66,20,99,1
9505,27,37,89,1
9068,48,41,19,0
4539,67,31,35,0
7073,58,47,54,0
5853,51,56,63,0
7093,68,45,65,0
1816,85,30,3,0
2898,36,7,10,0
8030,97,86,16,1
132,89,67,19,0
9501,93,78,9,0
7315,66,46,39,0
8460,50,76,24,0
6292,58,74,85,1
8586,27,19,66,0
1058,89,42,51,0
1972,98,46,81,1
7806,96,35,68,0
7390,31,83,82,1
5642,100,100,67,1
4633,96,100,25,1
6399,55,66,14,0
9484,20,10,1,0
9739,27,85,65,1
9144,88,97,38,1
644,9,90,15,1
3777,80,20,64,0
4894,67,47,53,0
4039,11,54,27,1
8334,16,58,48,1
9723,4,88,38,1
5090,52,87,47,1
1434,27,88,60,1
6314,22,49,64,0
3951,94,26,29,0
6525,27,19,6,0
7915,78,60,17,0
8189,46,65,65,0
9744,94,40,22,0
593,22,34,89,1
1542,58,39,65,0
2221,89,4,20,0
5177,71,36,82,1
1619,72,7,30,0
8877,64,79,26,0
8058,77,12,42,0
2303,48,70,97,1
6351,34,24,99,1
5848,15,19,2,1
2301,83,13,52,0
5028,39,99,53,1
7633,52,75,59,0
3667,23,71,51,0
2155,82,1,61,0
5148,13,66,61,1
6559,44,94,41,1
2052,89,29,80,1
5251,88,96,77,1
3401,57,18,94,1
3254,89,29,62,0
4963,28,18,77,1
1988,97,45,98,1
8687,35,11,86,1
2436,89,42,38,0
655,66,45,21,0
3936,34,55,73,1
1597,92,72,84,1
6997,9,5,60,1
9212,69,1,62,0
4636,1,98,42,1
5791,77,84,81,1
4334,41,17,21,0
3824,11,94,39,1
6310,83,16,63,0
8705,51,76,49,0
5450,79,45,76,1
8353,41,53,74,1
867,47,37,31,0
5856,20,98,56,1
8662,3,94,16,1
3899,69,54,43,0
2369,5,60,30,1
6775,31,75,98,1
44,55,78,98,1
7063,60,84,59,1
4489,86,32,29,0
8619,38,61,46,0
1348,49,60,2,0
3234,34,4,33,0
3803,87,56,90,1
7074,7,28,32,1
2410,91,31,40,0
9796,70,7,47,0
8119,78,99,56,1
4737,41,44,34,0
6946,27,55,67,0
6608,62,80,83,1
3084,54,9,60,0
6212,25,28,31,0
8712,92,59,96,1
2170,22,15,34,0
4915,5,91,25,1
2711,6,90,80,1
881,4,47,87,1
3211,13,67,14,1
9811,76,73,80,1
8851,58,42,1,0
2593,21,41,41,0
6155,55,15,51,0
4796,93,47,42,0
8130,90,74,62,0
9915,35,25,51,0
726,59,83,46,1
991,97,71,8,0
6526,14,48,9,1
8222,57,76,11,0
6805,52,72,88,1
8001,61,6,51,0
4722,98,53,28,0
9838,87,13,72,1
377,13,57,42,1
4313,11,19,86,1
2790,9,17,36,1
8240,25,50,10,0
5679,73,91,4,1
4833,49,3,86,1
3147,17,4,91,1
6498,53,47,97,1
5078,2,15,93,1
3004,76,16,14,0
2169,37,41,53,0
4427,61,52,94,1
5731,43,69,39,0
591,71,59,34,0
1670,43,5,75,1
292,45,96,12,1
3455,45,27,16,0
1037,86,97,78,1
6350,24,5,86,1
9124,57,73,46,0
1574,18,14,53,1
1337,53,90,77,1
6183,8,17,21,1
2491,69,7,17,0
6782,89,91,83,1
1723,37,21,3,0
7882,45,91,31,1
5888,54,42,88,1
7793,71,55,2,0
1464,89,34,29,0
3926,57,4,8,0
8184,75,76,48,0
7801,78,95,60,1
6646,19,79,52,1
5094,55,69,37,0
7460,95,44,91,1
8879,28,3,83,1
3119,100,24,67,0
550,62,83,66,1
8443,67,32,82,1
5290,41,78,83,1
8674,100,18,34,0
103,16,24,72,1
3518,77,75,21,0
1054,29,28,84,1
318,80,80,23,0
1565,61,85,4,1
3284,50,100,59,1
9784,20,75,11,0
5875,10,62,90,1
9463,52,31,100,1
548,50,8,98,1
7262,80,69,43,0
5187,99,13,15,0
1830,99,65,47,0
4852,56,99,43,1
8499,43,60,47,0
2878,29,58,97,1
8254,81,14,16,0
1170,36,35,52,0
3840,69,49,100,1
7425,33,91,23,1
984,13,7,88,1
1347,64,15,76,1
3662,71,71,77,1
9820,74,36,99,1
2312,34,47,11,0
4392,18,84,40,1
6760,87,57,75,1
919,39,22,81,1
8905,38,1,71,1
5520,45,27,59,0
3406,68,37,20,0
2678,18,90,94,1
2667,46,42,42,0
3100,53,63,8,0
5439,98,66,2,0
7138,45,80,27,0
2478,29,10,10,0
232,96,45,2,0
3213,44,17,35,0
6893,21,6,80,1
5421,66,68,82,1
85,54,75,54,0
7021,35,28,19,0
2785,18,57,85,1
5819,67,31,65,0
8639,97,74,13,0
2537,68,5,68,0
253,67,99,70,1
7151,48,47,92,1
2547,22,6,85,1
1710,68,70,13,0
9366,97,79,77,1
5786,7,1,54,1
8229,84,29,71,1
7648,89,77,58,0
5953,46,2,77,1
6832,63,1,46,0
8534,9,48,81,1
1011,47,94,11,1
1176,81,5,99,1
8945,38,81,4,1
2401,61,49,40,0
8917,88,94,10,1
9114,52,74,97,1
1190,25,32,1,0
4272,46,41,5,0
9466,4,42,87,1
2944,46,52,76,1
5302,32,47,48,0
9187,21,58,58,0
8680,76,37,73,1
597,79,14,68,0
2163,9,28,2,1
4670,81,11,15,0
2928,55,59,89,1
8141,14,24,2,1
4915,5,13,57,1
8729,26,8,27,0
9226,54,83,8,1
911,84,93,59,1
1640,24,2,90,1
8905,41,66,25,0
8635,1,67,54,1
5450,53,18,36,0
98,90,75,57,0
1558,52,47,55,0
1486,4,44,10,1
9291,65,77,24,0
6729,21,23,23,0
7560,54,48,27,0
477,66,95,22,1
8585,3,14,64,1
106,29,15,28,0
2665,31,37,3,0
3112,19,22,78,1
3275,66,75,67,0
3469,68,23,65,0
1954,64,81,28,1
1320,94,89,78,1
914,72,40,44,0
7834,42,87,75,1
4016,94,85,63,1
2069,90,6,56,0
6307,54,11,87,1
6544,55,1,2,0
8841,2,6,88,1
1723,94,98,63,1
6522,6,15,5,1
2822,37,99,48,1
3578,65,92,21,1
530,16,83,5,1
9921,32,39,18,0
2961,97,3,56,0
519,92,31,58,0
8047,38,52,69,0
5573,13,84,68,1
1328,85,68,43,0
174,56,79,88,1
7665,97,13,100,1
4922,72,85,42,1
8439,25,55,59,0
7197,51,78,97,1
7314,29,86,27,1
1898,70,28,28,0
5614,46,18,48,0
5593,43,42,86,1
4280,5,57,52,1
5250,32,69,35,0
3771,89,6,14,0
7482,24,23,17,0
8723,14,63,19,1
4502,25,77,83,1
2862,65,4,64,0
3531,64,59,64,0
1757,13,48,22,1
4453,92,28,56,0
8001,39,82,2,1
1058,25,25,80,1
1439,30,74,1,0
1554,66,94,53,1
5833,18,93,100,1
1365,9,74,36,1
5605,14,81,36,1
3487,16,20,59,1
3065,52,55,53,0
2489,61,33,49,0
7347,12,40,26,1
315,2,57,51,1
9927,16,15,29,1
9817,9,76,91,1
5520,65,70,39,0
5646,37,34,6,0
8062,22,74,24,0
4928,30,3,12,0
4220,5,83,37,1
4403,13,3,26,1
5880,100,90,22,1
4131,44,88,78,1
113,100,86,54,1
6694,91,33,31,0
6233,37,29,70,0
2232,28,82,39,1
1087,85,86,83,1
3251,70,48,67,0
3201,4,11,75,1
1940,3,64,25,1
8238,4,4,80,1
332,32,31,23,0
3727,69,93,14,1
2060,57,46,30,0
5414,23,67,51,0
7496,88,90,24,1
2073,8,24,63,1
1725,34,92,20,1
2951,58,21,87,1
312,2,47,38,1
3099,42,59,25,0
3119,38,62,23,0
9880,34,82,81,1
7766,57,58,86,1
1186,22,80,34,0
1087,29,75,16,0
4804,81,81,91,1
8635,1,39,31,1
8149,92,29,4,0
1559,49,57,84,1
8321,30,31,42,0
4765,73,51,92,1
1384,23,73,35,0
3125,60,47,82,1
6846,13,81,11,1
4102,19,83,17,1
5573,54,87,81,1
5929,52,62,83,1
4732,92,16,79,1
8932,24,64,81,1
193,92,49,79,1
3006,10,9,84,1
2751,34,92,95,1
37,56,87,97,1
8750,40,65,59,0
6630,79,96,51,1
6135,70,26,90,1
8792,13,45,62,1
6822,18,56,36,1
8027,44,30,88,1
1219,74,31,25,0
1847,17,87,79,1
3503,45,53,74,1
210,44,29,15,0
6920,65,36,21,0
8240,9,98,56,1
9497,32,40,92,1
2378,13,52,43,1
1721,57,27,45,0
2892,15,55,70,1
7950,93,29,24,0
5932,54,36,73,1
8167,69,89,29,1
9426,73,53,99,1
1046,79,74,51,0
2525,46,72,74,1
9181,32,77,38,0
7479,4,29,92,1
1066,94,48,85,1
9787,100,77,95,1
5788,73,66,49,0
1922,97,20,44,0
8936,48,51,99,1
7609,46,91,70,1
8970,59,74,42,0
127,89,98,71,1
3593,80,54,11,0
6469,78,78,47,0
4612,25,72,67,0
3656,17,34,54,1
7010,61,55,70,0
7993,82,68,7,0
8286,76,27,77,1
4461,14,11,21,1
2327,47,21,16,0
6131,7,11,48,1
6916,67,57,75,1
8837,53,83,21,1
2345,47,96,54,1
2270,10,56,10,1
9826,35,83,55,1
6336,25,53,84,1
677,78,11,94,1
7825,66,29,60,0
8082,45,98,77,1
7124,83,58,82,1
5473,22,37,26,0
3728,52,58,26,0
8588,42,43,60,0
4003,60,74,51,0
2790,76,69,70,0
2399,70,94,24,1
8227,57,13,39,0
4983,46,85,18,1
3768,24,26,95,1
2298,52,47,14,0
7526,93,78,59,0
764,32,89,46,1
9722,29,51,60,0
1222,85,13,17,0
9487,28,79,63,0
5834,13,16,90,1
3068,31,22,31,0
5516,30,23,80,1
1191,74,44,18,0
2976,3,24,26,1
8418,1,87,68,1
3168,23,13,57,0
9854,61,22,50,0
7143,35,15,69,0
6258,38,14,8,0
3329,1,25,22,1
5479,18,87,47,1
6813,50,56,49,0
2655,14,12,17,1
7867,93,16,54,0
8749,35,49,97,1
2179,45,58,52,0
2898,42,5,99,1
9713,62,57,10,0
5897,69,59,21,0
15,65,60,88,1
6291,41,39,29,0
1047,39,84,94,1
4682,28,12,2,0
5512,63,9,45,0
7931,52,61,89,1
3745,65,64,33,0
7518,72,52,47,0
8317,81,19,27,0
4860,70,42,99,1
4441,19,7,97,1
5342,95,42,62,0
1205,82,6,24,0
2492,55,11,54,0
9858,56,51,48,0
7654,31,93,2,1
2563,31,32,7,0
4903,40,69,63,0
8724,100,90,68,1
3265,42,43,57,0
7249,97,79,27,0
1727,77,85,46,1
779,42,99,15,1
8102,83,85,49,1
120,18,30,3,1
4444,49,90,21,1
577,56,2,48,0
2734,17,79,58,1
485,82,31,59,0
8483,10,48,12,1
3623,84,38,38,0
969,58,88,57,1
1252,90,100,60,1
3985,97,23,68,0
852,26,81,68,1
694,65,23,3,0
891,56,35,9,0
3910,74,12,94,1
8257,78,14,96,1
3023,42,15,90,1
7918,12,20,36,1
2663,21,21,42,0
3365,74,38,45,0
9591,3,57,19,1
688,21,73,13,0
1040,90,6,62,0
7412,54,87,42,1
9573,96,20,43,0
465,34,57,54,0
3374,49,2,63,0
8796,33,11,62,0
6178,2,52,4,1
1579,10,52,62,1
7293,29,64,57,0
7561,42,22,16,0
5142,45,28,54,0
4694,33,100,20,1
4718,100,55,59,0
306,69,11,82,1
9228,62,78,52,0
6326,39,17,16,0
7954,65,68,82,1
7077,81,47,30,0
2653,6,47,91,1
1995,100,35,25,0
8167,65,65,95,1
4657,55,77,60,0
7895,31,28,86,1
2254,22,52,62,0
4655,37,14,94,1
1975,3,8,38,1
3929,56,5,38,0
2023,37,77,20,0
6095,99,66,37,0
1458,32,66,62,0
4138,74,70,93,1
3875,23,89,46,1
2919,31,50,100,1
3567,16,65,94,1
4556,26,71,92,1
6218,82,53,77,1
1153,10,40,62,1
3150,69,62,32,0
9471,55,68,95,1
738,97,88,83,1
7266,3,69,80,1
9980,93,73,91,1
9508,17,1,26,1
7513,5,67,21,1
9750,99,84,51,1
876,97,56,66,0
812,76,7,47,0
2812,81,68,14,0
4276,47,41,81,1
3814,16,11,40,1
704,59,8,35,0
549,2,93,59,1
3752,74,56,45,0
9051,50,90,55,1
9605,90,73,18,0
1770,10,91,38,1
9546,15,6,74,1
2251,13,33,57,1
4246,2,33,10,1
8839,12,79,37,1
3858,81,59,96,1
7251,90,92,36,1
691,9,34,71,1
5110,34,92,93,1
3037,28,9,82,1
6384,7,19,56,1
7013,25,3,35,0
3118,59,92,27,1
9907,81,81,94,1
3224,42,57,60,0
2454,29,94,4,1
8596,30,96,37,1
1584,88,35,78,1
8419,86,96,7,1
7826,98,13,65,0
1237,5,67,72,1
7350,69,87,97,1
3020,65,77,95,1
4924,58,96,32,1
2445,71,9,52,0
3317,68,22,72,1
7491,56,57,50,0
971,1,76,89,1
5378,12,43,84,1
8836,55,69,42,0
6700,92,78,32,0
4018,94,9,65,0
7120,34,26,75,1
6610,47,52,84,1
2322,8,42,14,1
606,75,100,2,1
3346,100,67,57,0
7260,51,84,49,1
7498,92,17,22,0
8441,68,28,15,0
3630,56,20,90,1
8124,60,97,1,1
3995,10,99,100,1
1673,61,15,62,0
3670,65,2,50,0
3919,51,22,70,0
7818,18,39,89,1
2576,65,7,79,1
2281,19,91,9,1
3902,98,56,17,0
6024,88,11,51,0
4782,50,58,90,1
7451,100,85,37,1
2037,84,17,60,0
6490,43,41,33,0
1145,70,95,27,1
102,89,96,51,1
7023,73,60,63,0
3248,98,77,1,0
1559,44,50,5,0
7169,53,69,33,0
4078,84,10,15,0
6309,37,81,6,1
7187,91,17,17,0
4768,45,21,69,0
2350,55,25,41,0
1326,6,31,2,1
9169,39,44,9,0
9869,96,44,18,0
8640,84,54,89,1
6147,17,43,17,1
3048,54,47,2,0
3847,53,6,38,0
2155,66,23,7,0
9587,90,44,70,0
6810,57,39,43,0
4623,11,2,43,1
3841,3,50,40,1
7966,22,2,26,0
2845,4,9,25,1
8373,23,12,89,1
2861,11,15,44,1
3062,45,32,58,0
9937,47,89,32,1
3605,47,72,6,0
6195,89,34,35,0
8031,83,4,66,0
8840,67,73,95,1
2922,99,24,77,1
5204,82,76,79,1
1984,6,58,83,1
7454,44,16,42,0
7412,45,42,100,1
972,89,37,37,0
2344,13,51,79,1
3879,95,44,23,0
3312,11,55,34,1
3720,61,8,32,0
6894,78,49,7,0
1772,61,71,85,1
6117,75,96,44,1
5654,16,18,68,1
8,43,80,17,0
3255,19,23,66,1
8001,83,10,94,1
8464,2,38,97,1
8579,53,99,38,1
6597,91,81,93,1
5278,59,22,98,1
1748,93,55,80,1
3221,11,51,14,1
1752,50,84,23,1
3892,77,34,75,1
6738,76,27,36,0
6670,45,87,24,1
2633,9,69,17,1
4224,42,33,38,0
560,8,89,38,1
3534,50,88,12,1
6741,64,8,49,0
7267,35,47,47,0
7198,69,95,87,1
9482,60,75,71,1
4978,83,86,97,1
9768,9,94,33,1
2652,56,69,23,0
8629,43,49,82,1
5462,37,40,90,1
4671,22,81,51,1
9245,23,14,72,1
4366,52,30,64,0
6168,60,42,36,0
4248,13,56,30,1
3841,81,57,72,1
2855,93,29,21,0
3568,67,42,82,1
4788,80,1,35,0
3298,66,42,82,1
6624,22,38,80,1
1473,58,7,64,0
40,88,38,11,0
8959,20,95,38,1
6392,73,98,72,1
9172,62,83,30,1
7014,22,2,95,1
6772,30,49,40,0
2276,88,41,98,1
1971,95,69,95,1
1016,92,71,29,0
7396,79,56,81,1
7663,17,1,68,1
4087,95,17,68,0
5376,41,75,47,0
1860,3,32,1,1
9468,76,63,69,0
3051,17,27,100,1
6046,98,78,92,1
9284,53,49,17,0
2150,95,4,96,1
6729,13,28,56,1
8059,80,95,14,1
5150,91,67,48,0
5946,93,13,69,0
8693,95,1,30,0
2114,30,89,77,1
1138,57,2,54,0
4293,100,73,78,1
8710,61,83,28,1
3092,21,4,95,1
8555,37,91,55,1
3150,17,56,93,1
2910,6,38,46,1
7341,20,58,3,0
5042,49,80,75,1
2793,39,71,74,1
1313,33,70,87,1
1162,8,47,27,1
4146,14,88,61,1
3514,36,61,23,0
195,27,46,15,0
5638,77,25,33,0
2025,19,83,43,1
1167,59,3,67,0
5684,70,37,36,0
9079,98,61,65,0
5222,22,44,70,0
1864,97,47,35,0
9902,51,25,98,1
9588,56,75,70,0
3498,96,98,44,1
9199,9,16,24,1
2358,97,85,86,1
6964,57,89,21,1
8201,15,29,22,1
3823,50,97,80,1
8538,52,88,92,1
7579,9,86,38,1
9280,64,46,19,0
8669,72,19,9,0
4744,3,66,78,1
7543,48,25,17,0
7007,25,79,23,0
6992,16,79,88,1
9318,80,37,30,0
425,99,48,26,0
2109,72,18,12,0
6338,57,14,98,1
2100,88,74,34,0
1848,89,53,24,0
932,59,32,25,0
4749,13,87,50,1
9900,50,30,6,0
8924,23,97,21,1
3541,42,86,71,1
1609,82,53,90,1
7181,42,82,4,1
9444,14,55,48,1
3883,42,56,80,1
7713,77,44,1,0
864,60,93,78,1
1457,54,19,5,0
6278,90,4,19,0
6499,80,40,95,1
8481,70,38,82,1
1741,100,60,38,0
7151,73,1,81,1
3373,38,60,59,0
9469,29,68,14,0
5257,66,80,30,0
4020,73,73,93,1
8300,43,35,96,1
6959,20,16,34,0
4202,77,5,74,1
4700,61,36,59,0
4280,32,64,91,1
5733,3,8,38,1
4330,86,60,94,1
6212,63,38,50,0
8923,33,73,40,0
7397,39,98,39,1
2727,90,62,79,1
4242,87,79,18,0
6248,10,57,99,1
7420,37,100,54,1
8747,59,4,78,1
7807,73,100,12,1
7811,51,11,51,0
8287,26,4,43,0
2450,82,14,16,0
5408,42,78,40,0
3526,73,51,56,0
5324,54,10,58,0
6114,72,40,52,0
5816,49,6,66,0
1119,48,81,32,1
7814,99,31,65,0
7144,100,1,5,0
5973,37,81,58,1
4690,88,23,81,1
9429,37,54,50,0
4854,82,63,63,0
830,8,26,69,1
9844,23,12,32,0
5683,95,47,74,1
7470,61,49,89,1
3713,99,50,97,1
4559,16,88,81,1
7147,79,75,77,1
8078,83,52,77,1
3334,28,29,86,1
9480,49,38,42,0
9586,76,72,38,0
6542,43,56,57,0
9124,60,15,14,0
1915,97,65,73,1
3343,38,61,76,1
5569,19,54,31,1
1324,4,88,11,1
9320,68,88,6,1
8277,82,44,92,1
8944,39,38,39,0
2308,82,63,16,0
7481,23,81,25,1
3292,85,3,5,0
8448,77,19,58,0
1437,1,81,7,1
4904,94,88,68,1
9411,12,56,22,1
6719,22,72,10,0
2499,7,18,95,1
7328,8,99,79,1
2011,13,58,78,1
9033,67,14,94,1
47,90,88,14,1
7004,41,20,70,0
824,94,24,33,0
7988,21,9,56,0
5694,18,2,86,1
7,24,43,67,0
517,30,36,19,0
5648,11,6,95,1
9262,89,86,29,1
